Real,Sim,RMSE,MSE,Damp,Stiff
"[array([[0.58287676, 0.58286503, 0.58288583, ..., 0.58290602, 0.58290024,
        0.58288796],
       [0.01879884, 0.01878326, 0.01880151, ..., 0.01879052, 0.01878245,
        0.01880456],
       [0.79536842, 0.79538582, 0.79534735, ..., 0.79528929, 0.79527268,
        0.79531212]]), array([[-0.32112343, -0.32112343, -0.32114727, ..., -0.32113487,
        -0.32113487, -0.32112343],
       [-1.76465335, -1.76465335, -1.76467719, ..., -1.76464095,
        -1.76464095, -1.76466527],
       [ 1.52411586,  1.52411586,  1.52410394, ...,  1.52421171,
         1.52419979,  1.52419979],
       [-1.24768837, -1.24768837, -1.24768837, ..., -1.24766453,
        -1.24767645, -1.24766453],
       [-1.33109457, -1.33109457, -1.33108265, ..., -1.33109457,
        -1.33109457, -1.33108265],
       [ 1.24455833,  1.24455833,  1.24455833, ...,  1.2445941 ,
         1.24455833,  1.24458218]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -1.56755457e-19, -1.64111860e-31, -7.34280395e-43],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
        -2.15673630e-04, -1.00860365e-04,  9.86793580e-08],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         2.05927307e-36,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00]])]","[array([[0.58288342, 0.58288342, 0.58288342, ..., 0.58294684, 0.58294666,
        0.58294535],
       [0.01878504, 0.01878504, 0.01878504, ..., 0.01876779, 0.01876671,
        0.01876648],
       [0.79537195, 0.79537195, 0.79537195, ..., 0.79521424, 0.79521364,
        0.79521447]]), array([[-0.32115829, -0.32115829, -0.32115829, ..., -0.3211481 ,
        -0.32114905, -0.32114962],
       [-1.76467907, -1.76467907, -1.76467907, ..., -1.7645638 ,
        -1.76456523, -1.76456809],
       [ 1.52412665,  1.52412665,  1.52412665, ...,  1.52426219,
         1.52426195,  1.52426136],
       [-1.24769127, -1.24769127, -1.24769127, ..., -1.24765027,
        -1.24764979, -1.24764931],
       [-1.33108628, -1.33108628, -1.33108628, ..., -1.33111227,
        -1.33111227, -1.33111227],
       [ 1.24453819,  1.24453819,  1.24453819, ...,  1.24460471,
         1.24460137,  1.24459851]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -9.38773155e-05, -4.76837158e-05, -2.83122063e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -1.78813934e-05, -7.15255737e-05, -1.43051147e-04],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         4.17232513e-05, -1.19209290e-05, -2.98023224e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         8.94069672e-05,  2.38418579e-05,  2.38418579e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         2.38418579e-05,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -1.96695328e-04, -1.66893005e-04, -1.43051147e-04]])]","[0.01021358 0.0073438  0.00706432 0.01134372 0.01422612 0.01703741
 0.01663916 0.01173267 0.01934103 0.01134372 0.01422612 0.01703741
 0.01663916 0.01173267 0.01934103]","[1.04317268e-04 5.39313325e-05 4.99045654e-05 1.28680090e-04
 2.02382388e-04 2.90273380e-04 2.76861522e-04 1.37655617e-04
 3.74075599e-04 1.28680090e-04 2.02382388e-04 2.90273380e-04
 2.76861522e-04 1.37655617e-04 3.74075599e-04]",100,1000
"[array([[0.58292084, 0.58291915, 0.58290904, ..., 0.58284946, 0.58284102,
        0.58284032],
       [0.01880598, 0.01881599, 0.0188265 , ..., 0.01881076, 0.01882165,
        0.01881096],
       [0.79528652, 0.79526071, 0.79527254, ..., 0.79541681, 0.79543785,
        0.79541306]]), array([[-0.32108719, -0.32108719, -0.32109911, ..., -0.32112343,
        -0.32112343, -0.32113487],
       [-1.76460518, -1.76460518, -1.76460518, ..., -1.76472487,
        -1.76472487, -1.76472487],
       [ 1.52418787,  1.52418787,  1.52421171, ...,  1.52409202,
         1.52409202,  1.52415163],
       [-1.24767645, -1.24767645, -1.24765213, ..., -1.24771221,
        -1.24771221, -1.24772413],
       [-1.33115417, -1.33115417, -1.33116657, ..., -1.33110649,
        -1.33110649, -1.33107025],
       [ 1.24468946,  1.24468946,  1.24465418, ...,  1.24465418,
         1.24465418,  1.24468946]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -0.00000000e+00, -0.00000000e+00, -0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
         4.18275049e-05,  4.18275049e-05, -1.18696691e-04],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -6.15660213e-07, -6.15660213e-07, -4.20389539e-45],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00]])]","[array([[0.58292001, 0.58292001, 0.58292001, ..., 0.58285564, 0.582856  ,
        0.58285618],
       [0.01880928, 0.01880928, 0.01880928, ..., 0.01880694, 0.01880673,
        0.0188069 ],
       [0.7952773 , 0.7952773 , 0.7952773 , ..., 0.79539472, 0.79539412,
        0.79539388]]), array([[-0.32108426, -0.32108426, -0.32108426, ..., -0.32113433,
        -0.32113451, -0.32113451],
       [-1.76460552, -1.76460552, -1.76460552, ..., -1.76473868,
        -1.76473784, -1.76473725],
       [ 1.52420032,  1.52420032,  1.52420032, ...,  1.52415156,
         1.52415192,  1.52415216],
       [-1.24765658, -1.24765658, -1.24765658, ..., -1.24775362,
        -1.24775386, -1.24775362],
       [-1.33114076, -1.33114076, -1.33114076, ..., -1.3310951 ,
        -1.33109522, -1.33109534],
       [ 1.24467397,  1.24467397,  1.24467397, ...,  1.24467731,
         1.24467778,  1.24467742]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -1.04308128e-05, -8.94069672e-06,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         3.57627869e-05,  4.17232513e-05,  2.98023224e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         4.17232513e-05,  1.78813934e-05,  1.19209290e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         2.38418579e-05, -1.19209290e-05,  1.19209290e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         5.96046448e-06, -5.96046448e-06, -5.96046448e-06],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         1.19209290e-05,  2.38418579e-05, -1.78813934e-05]])]","[0.00445703 0.00344055 0.00312265 0.00474199 0.00555433 0.00694275
 0.00642259 0.00451834 0.00631376 0.00474199 0.00555433 0.00694275
 0.00642259 0.00451834 0.00631376]","[1.98650933e-05 1.18373916e-05 9.75094073e-06 2.24864422e-05
 3.08506182e-05 4.82017535e-05 4.12496936e-05 2.04153906e-05
 3.98635198e-05 2.24864422e-05 3.08506182e-05 4.82017535e-05
 4.12496936e-05 2.04153906e-05 3.98635198e-05]",100,5500
"[array([[0.58282374, 0.58281469, 0.5828161 , ..., 0.58283734, 0.58282034,
        0.58282689],
       [0.01877377, 0.01877394, 0.0187887 , ..., 0.01881712, 0.01880613,
        0.018814  ],
       [0.79543282, 0.79544258, 0.79544423, ..., 0.79538568, 0.79538782,
        0.79536479]]), array([[-0.32121879, -0.32120735, -0.32120735, ..., -0.32113487,
        -0.32113487, -0.32113487],
       [-1.76478495, -1.76477303, -1.76477303, ..., -1.76479687,
        -1.76477303, -1.76477303],
       [ 1.52409202,  1.52411586,  1.52411586, ...,  1.52417547,
         1.52417547,  1.52417547],
       [-1.24766453, -1.24767645, -1.24767645, ..., -1.24768837,
        -1.24770029, -1.24770029],
       [-1.33111841, -1.33103496, -1.33103496, ..., -1.33114273,
        -1.33114273, -1.33114273],
       [ 1.24454641,  1.24455833,  1.24455833, ...,  1.24453402,
         1.24451017,  1.24451017]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -0.00000000e+00, -0.00000000e+00, -0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
        -8.83812681e-05, -3.05643451e-04, -3.05643451e-04],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -1.29307255e-05, -2.02841275e-05, -2.02841275e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00]])]","[array([[0.58281159, 0.58281159, 0.58281159, ..., 0.58283687, 0.58283758,
        0.58283794],
       [0.01877347, 0.01877347, 0.01877347, ..., 0.0188139 , 0.0188136 ,
        0.01881348],
       [0.79544634, 0.79544634, 0.79544634, ..., 0.79537922, 0.79537863,
        0.79537803]]), array([[-0.32121798, -0.32121798, -0.32121798, ..., -0.32112128,
        -0.32112128, -0.32112128],
       [-1.76479745, -1.76479745, -1.76479745, ..., -1.76475739,
        -1.76475692, -1.76475644],
       [ 1.52410746,  1.52410746,  1.52410746, ...,  1.52418172,
         1.52418208,  1.52418232],
       [-1.24766231, -1.24766231, -1.24766231, ..., -1.24770999,
        -1.24770999, -1.24770951],
       [-1.33109474, -1.33109474, -1.33109474, ..., -1.33115351,
        -1.33115327, -1.33115327],
       [ 1.24454856,  1.24454856,  1.24454856, ...,  1.24450827,
         1.24450803,  1.24450767]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         3.57627869e-05,  2.38418579e-05,  2.38418579e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         2.98023224e-05,  1.78813934e-05,  1.19209290e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         5.96046448e-06,  0.00000000e+00,  2.38418579e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -5.96046448e-06,  1.19209290e-05,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         2.98023224e-05, -1.19209290e-05, -1.78813934e-05]])]","[0.00278988 0.00210499 0.00170011 0.00253175 0.0030009  0.00357485
 0.00361795 0.00264092 0.00489513 0.00253175 0.0030009  0.00357485
 0.00361795 0.00264092 0.00489513]","[7.78344171e-06 4.43098979e-06 2.89036041e-06 6.40977401e-06
 9.00541233e-06 1.27795483e-05 1.30895708e-05 6.97444376e-06
 2.39622927e-05 6.40977401e-06 9.00541233e-06 1.27795483e-05
 1.30895708e-05 6.97444376e-06 2.39622927e-05]",100,10000
"[array([[0.58290315, 0.58290837, 0.58292239, ..., 0.58292489, 0.58290148,
        0.58290549],
       [0.01878664, 0.01884265, 0.01904663, ..., 0.01875908, 0.01875024,
        0.01873231],
       [0.7953252 , 0.79531075, 0.79530412, ..., 0.79530678, 0.79533159,
        0.79531901]]), array([[-0.32106334, -0.32106334, -0.32065899, ..., -0.32121879,
        -0.32121879, -0.32120735],
       [-1.76459326, -1.76462903, -1.76460518, ..., -1.76465335,
        -1.76465335, -1.76464095],
       [ 1.52417547,  1.52415163,  1.52417595, ...,  1.52419979,
         1.52419979,  1.52417547],
       [-1.24771221, -1.24768837, -1.24777632, ..., -1.24778421,
        -1.24778421, -1.24777229],
       [-1.33120233, -1.33121425, -1.33120233, ..., -1.33109457,
        -1.33109457, -1.33111841],
       [ 1.24460602,  1.2446183 ,  1.2450583 , ...,  1.24468946,
         1.24468946,  1.24465418]]), array([[ 0.00000000e+00,  0.00000000e+00,  2.49782838e-02, ...,
        -0.00000000e+00, -0.00000000e+00, -0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [-0.00000000e+00, -2.17255858e-09,  1.21751265e-03, ...,
        -6.04525460e-25, -6.04525460e-25, -0.00000000e+00],
       [ 0.00000000e+00,  5.48312220e-12, -1.11977095e-02, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  1.21626840e-03,  2.57040337e-02, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00]])]","[array([[0.58290833, 0.58290833, 0.58290887, ..., 0.58291477, 0.58291477,
        0.58291477],
       [0.01880508, 0.01880508, 0.01881017, ..., 0.01873813, 0.01873813,
        0.01873813],
       [0.79532355, 0.79532355, 0.79532307, ..., 0.79531461, 0.79531461,
        0.79531461]]), array([[-0.3210839 , -0.3210839 , -0.32107481, ..., -0.32121757,
        -0.32121757, -0.32121757],
       [-1.76463187, -1.76463187, -1.76463139, ..., -1.76464534,
        -1.76464534, -1.76464534],
       [ 1.52415967,  1.52415967,  1.52416039, ...,  1.52419913,
         1.52419913,  1.52419913],
       [-1.24771583, -1.24771583, -1.24771857, ..., -1.24777937,
        -1.24777937, -1.24777937],
       [-1.33120942, -1.33120942, -1.33120811, ..., -1.33110654,
        -1.33110654, -1.33110654],
       [ 1.24458992,  1.24458992,  1.24460089, ...,  1.24465728,
         1.24465728,  1.24465728]]), array([[ 0.00000000e+00,  0.00000000e+00,  4.54485416e-04, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  2.38418579e-05, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  3.57627869e-05, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00, -1.37090683e-04, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  6.55651093e-05, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  5.48362732e-04, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00]])]","[0.00371795 0.00243275 0.00254791 0.00264737 0.00338568 0.00419383
 0.00332247 0.00230017 0.00382317 0.00264737 0.00338568 0.00419383
 0.00332247 0.00230017 0.00382317]","[1.38231570e-05 5.91828638e-06 6.49187052e-06 7.00857980e-06
 1.14628330e-05 1.75881770e-05 1.10388349e-05 5.29077373e-06
 1.46166020e-05 7.00857980e-06 1.14628330e-05 1.75881770e-05
 1.10388349e-05 5.29077373e-06 1.46166020e-05]",100,14500
"[array([[0.58286663, 0.5829077 , 0.58289285, ..., 0.58289382, 0.58287694,
        0.58289584],
       [0.01880879, 0.0187966 , 0.01877348, ..., 0.01878833, 0.01880506,
        0.01880025],
       [0.79539707, 0.7953567 , 0.79539377, ..., 0.79535934, 0.79537828,
        0.79535371]]), array([[-0.32111103, -0.32111103, -0.32112343, ..., -0.32113487,
        -0.32109911, -0.32109911],
       [-1.76466527, -1.76466527, -1.76466527, ..., -1.76472487,
        -1.76465335, -1.76466527],
       [ 1.52410394,  1.52410394,  1.5240677 , ...,  1.52413971,
         1.52411586,  1.52415163],
       [-1.24767645, -1.24767645, -1.24770029, ..., -1.24774797,
        -1.24777229, -1.24778421],
       [-1.33119041, -1.33119041, -1.33116657, ..., -1.33119041,
        -1.33120233, -1.33121425],
       [ 1.24464226,  1.24464226,  1.24462986, ...,  1.2446661 ,
         1.2446661 ,  1.24468946]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -0.00000000e+00, -0.00000000e+00, -0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
        -5.82103268e-04, -7.86928285e-05, -6.60548249e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00]])]","[array([[0.58289081, 0.58289081, 0.58289081, ..., 0.58289307, 0.58289307,
        0.58289307],
       [0.01879   , 0.01879   , 0.01879   , ..., 0.0188031 , 0.0188031 ,
        0.0188031 ],
       [0.79536575, 0.79536575, 0.79536575, ..., 0.79536754, 0.79536754,
        0.79536754]]), array([[-0.32112694, -0.32112694, -0.32112694, ..., -0.32109296,
        -0.32109296, -0.32109296],
       [-1.76465905, -1.76465905, -1.76465905, ..., -1.7646693 ,
        -1.7646693 , -1.7646693 ],
       [ 1.52411568,  1.52411568,  1.52411568, ...,  1.52413452,
         1.52413452,  1.52413452],
       [-1.24769068, -1.24769068, -1.24769068, ..., -1.24778271,
        -1.24778271, -1.24778271],
       [-1.33117461, -1.33117461, -1.33117461, ..., -1.33122456,
        -1.33122456, -1.33122456],
       [ 1.24464309,  1.24464309,  1.24464309, ...,  1.24467373,
         1.24467373,  1.24467373]]), array([[0., 0., 0., ..., 0., 0., 0.],
       [0., 0., 0., ..., 0., 0., 0.],
       [0., 0., 0., ..., 0., 0., 0.],
       [0., 0., 0., ..., 0., 0., 0.],
       [0., 0., 0., ..., 0., 0., 0.],
       [0., 0., 0., ..., 0., 0., 0.]])]","[0.00330201 0.0022368  0.00217075 0.00232658 0.00265034 0.00330634
 0.0029019  0.0019615  0.00345391 0.00232658 0.00265034 0.00330634
 0.0029019  0.0019615  0.00345391]","[1.09032713e-05 5.00326802e-06 4.71216862e-06 5.41296622e-06
 7.02428727e-06 1.09319158e-05 8.42099714e-06 3.84747079e-06
 1.19295194e-05 5.41296622e-06 7.02428727e-06 1.09319158e-05
 8.42099714e-06 3.84747079e-06 1.19295194e-05]",100,19000
"[array([[0.5828894 , 0.582882  , 0.5829093 , ..., 0.58291591, 0.58292698,
        0.58292964],
       [0.01878345, 0.01878449, 0.01876166, ..., 0.01879097, 0.01882593,
        0.01880675],
       [0.79534547, 0.79535167, 0.79531607, ..., 0.79533772, 0.79533857,
        0.79537325]]), array([[-0.32119495, -0.32119495, -0.32117111, ..., -0.32107574,
        -0.32107574, -0.32108719],
       [-1.76468911, -1.76468911, -1.76467719, ..., -1.76462903,
        -1.76462903, -1.76461711],
       [ 1.52413971,  1.52413971,  1.52415163, ...,  1.52415067,
         1.52415067,  1.52413971],
       [-1.24766453, -1.24766453, -1.24765213, ..., -1.24782001,
        -1.24782001, -1.24788009],
       [-1.33111841, -1.33111841, -1.33108265, ..., -1.33119041,
        -1.33119041, -1.33115417],
       [ 1.24462986,  1.24462986,  1.2446661 , ...,  1.24458218,
         1.24458218,  1.2445941 ]]), array([[-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
        -0.00000000e+00, -0.00000000e+00, -0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
        -2.73817033e-03, -2.73817033e-03, -1.73579669e-04],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -7.28094092e-05, -7.28094092e-05, -5.25979194e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00]])]","[array([[0.58289379, 0.58289379, 0.58289379, ..., 0.58287162, 0.58287179,
        0.58287299],
       [0.01876651, 0.01876651, 0.01876651, ..., 0.01906376, 0.01906215,
        0.01905999],
       [0.79535955, 0.79535955, 0.79535955, ..., 0.795322  , 0.79532641,
        0.79533106]]), array([[-0.32118207, -0.32118207, -0.32118207, ..., -0.31891927,
        -0.31898388, -0.31904697],
       [-1.76465833, -1.76465833, -1.76465833, ..., -1.76477623,
        -1.76477313, -1.76476991],
       [ 1.52412498,  1.52412498,  1.52412498, ...,  1.52450383,
         1.52448809,  1.52447271],
       [-1.24767375, -1.24767375, -1.24767375, ..., -1.25116599,
        -1.25105059, -1.25093901],
       [-1.33109748, -1.33109748, -1.33109748, ..., -1.33961082,
        -1.33931267, -1.33902514],
       [ 1.24466872,  1.24466872,  1.24466872, ...,  1.29944348,
         1.29750681,  1.2956388 ]]), array([[ 0.        ,  0.        ,  0.        , ..., -0.00332743,
        -0.00323057, -0.00315458],
       [ 0.        ,  0.        ,  0.        , ...,  0.00013709,
         0.00015497,  0.00016093],
       [ 0.        ,  0.        ,  0.        , ..., -0.00080466,
        -0.00078678, -0.0007689 ],
       [ 0.        ,  0.        ,  0.        , ...,  0.00593662,
         0.00576973,  0.00557899],
       [ 0.        ,  0.        ,  0.        , ...,  0.01543164,
         0.01490712,  0.01437664],
       [ 0.        ,  0.        ,  0.        , ..., -0.1003027 ,
        -0.09683371, -0.09340048]])]","[0.03319108 0.02377989 0.02312453 0.04156399 0.05588847 0.07163934
 0.07965787 0.05469566 0.1107863  0.04156399 0.05588847 0.07163934
 0.07965787 0.05469566 0.1107863 ]","[0.00110165 0.00056548 0.00053474 0.00172757 0.00312352 0.0051322
 0.00634538 0.00299161 0.0122736  0.00172757 0.00312352 0.0051322
 0.00634538 0.00299161 0.0122736 ]",550,1000
"[array([[0.58286526, 0.5828585 , 0.5828594 , ..., 0.58288965, 0.58287166,
        0.58288461],
       [0.01873142, 0.01871156, 0.01870842, ..., 0.01874758, 0.01876158,
        0.01874353],
       [0.79532322, 0.7953294 , 0.79529281, ..., 0.79539516, 0.79541252,
        0.79541125]]), array([[-0.32119495, -0.32126695, -0.32126695, ..., -0.32120735,
        -0.32127887, -0.32123119],
       [-1.76472487, -1.76473679, -1.76473679, ..., -1.76471295,
        -1.76468911, -1.76468911],
       [ 1.52425939,  1.52424747,  1.52424747, ...,  1.52410394,
         1.52411586,  1.52415163],
       [-1.24776037, -1.24779613, -1.24779613, ..., -1.24776037,
        -1.24777229, -1.24773605],
       [-1.33125049, -1.33125049, -1.33125049, ..., -1.33108265,
        -1.3310588 , -1.33107025],
       [ 1.24464226,  1.24467802,  1.24467802, ...,  1.24461794,
         1.2446661 ,  1.2445941 ]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -0.00000000e+00, -0.00000000e+00, -0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [-0.00000000e+00, -0.00000000e+00, -0.00000000e+00, ...,
         4.50273754e-27,  6.04099705e-29, -0.00000000e+00],
       [ 0.00000000e+00, -6.57574838e-17, -6.57574838e-17, ...,
        -4.11073415e-05, -4.04908897e-05, -3.15121397e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  3.33170397e-06,  2.10194770e-44]])]","[array([[0.58286774, 0.58286774, 0.58286774, ..., 0.58289504, 0.58289516,
        0.58289522],
       [0.01872828, 0.01872828, 0.01872828, ..., 0.01875309, 0.01875203,
        0.01875116],
       [0.79531544, 0.79531544, 0.79531544, ..., 0.79537481, 0.79537433,
        0.79537398]]), array([[-0.32123154, -0.32123154, -0.32123154, ..., -0.3212055 ,
        -0.32120737, -0.32120928],
       [-1.76471663, -1.76471663, -1.76471663, ..., -1.76467955,
        -1.76467931, -1.76467907],
       [ 1.52424884,  1.52424884,  1.52424884, ...,  1.52413857,
         1.52413893,  1.52413917],
       [-1.24777031, -1.24777031, -1.24777031, ..., -1.24778676,
        -1.24778581, -1.24778485],
       [-1.33125103, -1.33125103, -1.33125103, ..., -1.33109415,
        -1.33109224, -1.33109105],
       [ 1.24465585,  1.24465585,  1.24465585, ...,  1.24469602,
         1.24468553,  1.24467599]]), array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -1.13248825e-04, -9.38773155e-05, -9.53674316e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         1.78813934e-05,  1.19209290e-05,  1.19209290e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         1.78813934e-05,  1.78813934e-05,  1.19209290e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         6.55651093e-05,  4.76837158e-05,  4.76837158e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         7.74860382e-05,  9.53674316e-05,  5.96046448e-05],
       [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        -6.31809235e-04, -5.24520874e-04, -4.76837158e-04]])]","[0.01016328 0.00707241 0.0067234  0.01206461 0.0164076  0.02036719
 0.02110513 0.01501548 0.02713735 0.01206461 0.0164076  0.02036719
 0.02110513 0.01501548 0.02713735]","[1.03292170e-04 5.00189198e-05 4.52041198e-05 1.45554916e-04
 2.69209372e-04 4.14822382e-04 4.45426454e-04 2.25464513e-04
 7.36435718e-04 1.45554916e-04 2.69209372e-04 4.14822382e-04
 4.45426454e-04 2.25464513e-04 7.36435718e-04]",550,5500
